FullName,Email,Phone,Address,JobTitle,DateOfBirth,Age,Gender,Marriage,Children,FamilySize,Education,Income,HouseOwn,CarOwn,CallsNum,CallsMinutes,SmsSent,SmsVar,Periodicity,SlopeCalls,MobilityClusters,SocialStability,SocialExposure,SocialQuality,MobileMoneyTx,AirtimeTopups,NumFinancialAppsInstalled,NumFinancialAppsUsed,SMSTx_P2P_Count_30d,SMSTx_BillPay_Count_30d,SMSTx_Merchant_Count_30d,SMSTx_Amt_Mean_30d,SMSTx_Amt_CV_30d,SMSTx_OnTimeBillPay_Rate,SMSTx_NightShare,SM_Platforms_Installed,SM_MinutesPerDay,SM_PostsPerWeek,SM_NightUsageShare,SM_Sentiment_Polarity,Apps_TotalInstalled,Apps_SessionsPerDay,Apps_ForegroundMinPerDay,Apps_BackgroundMBPerDay,Apps_Time_ProductivityMin,Apps_Time_GamingMin,Apps_Time_FinanceMin,Apps_ChurnRate_30d,Apps_RiskyCount
Cody Wade,jlowe@yahoo.com,-8033,"192 Kevin Drives Apt. 265, Henryfurt, PA 46517",Research scientist (medical),08-06-1981,43,Female,Married,2,4,Tertiary,1862,0,0,23,83,40,-1.2,0.25,1.06,5,0.39,0.55,0.67,10,3,1,0,3,5,5,15.4,1.23,0.82,0.3,4,40,6,0.15,-0.03,19,48,329,154.2,36,0,22,0.2,2
Zachary Hines,tjones@hotmail.com,221.257.0694x744,"503 Kelly Road, Justinville, CT 93030","Engineer, automotive",27-02-1979,45,Female,Single,3,5,Primary,2963,0,0,16,10,39,0.15,0.37,1.94,2,0.19,0.4,0.08,5,3,0,0,4,2,0,21.96,0.79,0.68,0.16,1,121,5,0.36,0.48,46,42,117,381.2,0,11,0,0.11,3
Christina Contreras,qthomas@hotmail.com,282.586.6205x5576,"80427 Brandon Station, New Alexandrashire, HI 31474",Statistician,03-03-1971,53,Female,Single,0,1,Secondary,3337,1,0,42,1,48,0.89,0.87,0.28,3,0.04,0.59,0.36,6,2,0,2,2,2,1,36.85,0.79,0.51,0.34,1,109,6,0.16,-0.18,49,31,41,345.5,58,49,44,0.15,5
Danielle Moody,jonesdanielle@gmail.com,242-513-9340x030,"98722 Matthew Grove, Barrettburgh, NC 39339",Armed forces logistics/support/administrative officer,04-07-2000,24,Male,Married,1,2,Primary,2939,0,0,60,36,19,-0.69,-0.32,0.2,1,0.31,0.97,0.71,4,5,0,1,4,10,6,45.03,0.32,0.85,0.18,5,150,12,0.16,-0.07,22,28,153,214.1,0,0,5,0.26,1
Tyler Pope,garrisonnicholas@hotmail.com,3922945451,"02154 Edwards Mews, Smallland, CO 57169",Research scientist (life sciences),01-02-2006,18,Female,Single,3,4,Tertiary,3380,0,0,23,10,42,-0.22,-0.52,1.66,1,0.43,0.84,0.48,5,3,1,1,2,3,3,21.83,0.8,0.72,0.15,0,63,0,0.22,-0.41,81,25,213,182,23,10,46,0.16,0
Jessica Nunez DDS,rubendavis@gmail.com,853.354.1149x8060,"648 Mary Spurs, Mercedeston, KY 19099",Company secretary,01-08-1972,52,Male,Married,1,2,Secondary,4101,0,1,51,22,50,0.92,0,1.75,11,0.78,0.78,0.68,1,5,2,1,1,4,1,70.14,0.49,0.92,0.1,0,83,0,0.19,-0.22,71,22,73,187.7,33,41,31,0,2
Linda Pittman,justin19@yahoo.com,226-423-9791,"733 Zachary Fork, Kendrahaven, WV 28131","Buyer, retail",28-03-1998,26,Male,Single,2,3,Primary,3267,0,0,18,33,10,1,1.44,0.98,3,0.43,1,0.07,5,6,3,0,7,1,3,50.38,0.43,1,0.33,5,25,0,0.19,0.3,29,63,67,237.8,36,66,28,0.12,2
Adam Johnson,xconrad@gmail.com,(811)785-8051x75084,"28259 Santos Mill Apt. 764, Mcintoshhaven, MI 16665",Pathologist,07-06-1996,28,Female,Single,1,3,Secondary,2032,1,0,122,48,16,-1.18,-0.04,2.03,3,0.16,0.59,0.44,6,5,1,0,4,6,2,48.11,0.84,0.52,0.13,0,2,1,0.05,-0.56,29,33,177,240.3,56,52,15,0.16,3
Timothy Mueller,ymartin@gmail.com,473-556-3751x27322,"4994 Rogers Shoal Apt. 292, West Carlamouth, DC 08558",Garment/textile technologist,10-07-1994,30,Male,Married,0,2,Tertiary,2438,1,0,2,68,1,-1.45,0.85,0.92,6,0.88,0.11,0.95,8,3,1,0,4,2,1,13.69,0.9,0.67,0.19,1,72,8,0.22,0.14,48,8,251,154.3,0,54,14,0,0
Benjamin Wong,piercejason@gmail.com,827.353.1196x08748,"55730 Joseph Lane Suite 087, North Amber, PW 29119",Medical illustrator,22-01-1983,41,Female,Single,1,3,Secondary,1958,0,0,37,121,38,0.92,-2.46,0.65,3,0.9,0.6,0.03,6,7,1,2,5,3,0,20.26,0.38,0.59,0.24,2,93,4,0.08,0.44,53,11,326,160.1,66,39,0,0.38,0
Adam Sanchez,isaac39@gmail.com,(830)840-6425,"PSC 0484, Box 1949, APO AA 69749",Quarry manager,18-10-1993,31,Male,Single,0,1,Tertiary,1562,0,0,11,25,47,-0.04,-0.16,0.53,4,0.94,0.06,0.71,11,2,2,2,4,8,2,65.2,1.13,0.9,0.13,3,13,0,0.25,-0.03,21,21,393,164.3,108,51,0,0.21,0
Christopher Long,jasonbrown@yahoo.com,852-661-0600x0354,"078 Stacy Plaza, Mariafurt, DE 77601","Surveyor, building control",13-03-1979,45,Male,Married,0,2,Secondary,2477,0,0,89,19,42,0.59,-1.61,-0.48,6,0.72,0.09,0.32,7,2,2,0,0,7,1,16.79,1.17,1,0.27,0,155,5,0.29,-0.07,35,18,110,22.8,84,0,37,0.09,2
Paul Peterson,kschroeder@hotmail.com,001-574-587-2437x4843,"66415 Wright Rue, Marymouth, UT 71590",Operational investment banker,28-08-1989,35,Male,Single,1,3,Secondary,6105,1,0,37,34,27,0.01,-1.59,-2.23,1,0.4,0.95,0.92,4,2,0,2,4,9,2,71.56,0.89,0.84,0.13,5,78,4,0.32,-0.16,70,25,402,57.4,9,73,38,0.03,2
Trevor Beck,bwade@yahoo.com,(369)595-0939x963,"204 Bruce Loaf, Tuckershire, IN 97173",Outdoor activities/education manager,06-07-1988,36,Male,Married,2,3,Secondary,3577,1,0,46,2,28,-1.13,-0.21,-1.99,2,0.3,0.91,0.42,7,5,2,0,3,0,0,9.82,0.31,0.62,0.23,4,23,8,0.36,0.15,44,24,81,386.6,21,69,4,0.08,0
Mrs. Tiffany Hernandez,williamsonsusan@gmail.com,903-477-0046,"6930 Mccoy Road, New Williamberg, DE 74082",Therapeutic radiographer,10-02-1968,56,Female,Married,3,4,Secondary,2694,0,0,61,8,60,-0.24,0.27,-0.12,2,0.27,0.31,0.11,4,6,3,0,2,1,1,49.1,1.42,0.68,0.18,1,100,0,0.09,0.12,35,6,174,83.2,63,10,7,0.09,1
Miss Elizabeth Chavez,jennifer52@yahoo.com,726.902.4727x811,"PSC 9536, Box 4431, APO AE 07512",Logistics and distribution manager,09-08-1971,53,Female,Married,0,1,Secondary,3556,1,0,36,8,41,1.24,0.14,-1.25,6,0.97,0.38,0.46,11,2,2,2,2,2,1,34.68,0.94,0.65,0.18,4,60,2,0.11,0.31,46,2,109,226,24,0,21,0.24,1
Andrew Sutton,schultzjennifer@yahoo.com,951.837.3207,"519 Miranda Rapid, West Peterhaven, NE 26189",Technical author,15-09-1967,57,Female,Single,1,3,Tertiary,3543,1,1,20,27,27,-0.48,-0.4,-0.77,4,0.56,0.91,0.52,7,2,2,0,4,5,4,87.57,0.63,0.93,0.17,5,73,2,0.08,0.63,29,41,144,252.7,28,56,19,0.02,0
John Martinez,bryan41@hotmail.com,938.491.5936x0686,"895 Anthony Trail, Thorntonview, IN 68815","Engineer, production",07-12-2005,19,Male,Single,0,2,Secondary,2122,1,0,44,7,52,-0.11,0.61,1.9,3,0.26,0.73,0.61,1,4,1,6,3,5,1,63.36,0.16,0.88,0.04,5,130,0,0.13,0.12,1,10,494,260,59,73,2,0.25,0
Mary Gomez,icohen@hotmail.com,339-211-2036x45517,"70645 Derek Shores Apt. 683, Leonardburgh, ID 39523","Accountant, chartered management",03-09-1991,33,Male,Married,5,6,Primary,3946,1,0,19,20,33,-0.08,2.28,-0.81,4,0.53,0.45,0.82,0,4,1,3,1,8,5,29.34,0.6,0.73,0.19,1,111,5,0,0.24,52,12,321,171.2,0,24,15,0.13,0
James Ferguson,thompsonjames@yahoo.com,464-279-2793x233,"9714 Small Wells, Port Madison, NJ 05689",Press photographer,09-01-1976,48,Male,Married,0,1,Secondary,1801,1,1,33,10,57,-0.41,0.67,0.72,3,0.33,0.87,0.06,9,3,1,1,1,8,2,82.57,0.97,0.89,0.04,0,292,5,0.11,0.45,58,31,347,259.6,72,23,76,0.33,3
Michael Johnson,xburns@hotmail.com,(337)635-3965,"689 Christy Mills Suite 069, Millsburgh, LA 68056",Information systems manager,25-08-1996,28,Female,Single,1,3,Tertiary,3439,1,1,4,38,73,0.03,-0.35,0.66,8,0.52,0.13,0.29,7,4,2,0,2,0,2,38.29,0.74,0.75,0.11,5,0,1,0.27,0.03,54,15,216,165,4,32,36,0.05,4
Michael Miller DDS,johnchambers@yahoo.com,(684)629-4894,"748 Maldonado Corner Suite 331, New Debra, AR 62626","Scientist, research (medical)",05-03-1992,32,Female,Single,0,2,Secondary,6577,1,0,52,12,33,-1.27,0.55,0.75,3,0.53,0.88,0.87,7,3,0,2,1,1,1,10.69,1.16,0.85,0.17,5,0,7,0.18,-0.03,97,2,32,196.1,54,59,14,0.21,3
James Archer,iwolfe@gmail.com,-2709,"PSC 4992, Box 2349, APO AE 99598",Learning mentor,23-01-1985,39,Male,Single,3,4,Primary,2258,1,0,58,20,27,0.49,-0.62,0.14,6,0.06,0.34,0.93,0,5,0,0,4,1,3,14.37,0.99,1,0,0,28,8,0.22,-0.15,7,10,140,0,76,27,22,0.16,0
Travis Leonard,hgraves@gmail.com,8999301269,"3249 Diaz Course Apt. 985, West Mariaview, OK 68930","Accountant, chartered",22-08-1983,41,Female,Single,1,3,Primary,1952,0,0,51,68,35,1.69,0.57,-0.95,3,0.83,0.25,0.77,7,3,1,0,1,5,5,42.95,0.92,0.76,0.1,3,78,2,0.39,0.05,61,34,0,26.3,87,6,24,0.2,4
Timothy Wood,david63@yahoo.com,5623370440,"USNV Diaz, FPO AP 84512",Sports therapist,23-07-1976,48,Female,Married,2,3,Primary,2651,0,0,51,105,32,-0.62,1.99,1.19,3,0.03,0.84,0.58,3,1,2,0,4,0,3,33.99,1.1,0.92,0.21,0,80,5,0.48,-0.36,69,24,166,0,3,0,19,0.2,0
Lisa Garcia,beth70@yahoo.com,398.595.5971x248,"98978 Anne Lodge, East Veronicaton, SC 79162",Data processing manager,24-06-1995,29,Female,Single,1,2,Primary,2058,0,0,25,17,24,0.74,-0.12,0.08,8,0.71,0.38,0.32,9,7,1,1,2,3,4,51.32,0.42,0.79,0,4,38,8,0.08,-0.04,25,36,140,249.9,43,53,3,0.15,0
Lee Stephens,smithtaylor@hotmail.com,765-777-9495x537,"906 Jason Motorway Suite 391, North Sherylstad, OK 29103",Maintenance engineer,04-12-1999,25,Male,Single,2,3,Secondary,3498,1,0,40,39,1,-0.68,0.95,-0.14,5,0.88,0.62,0.8,1,4,4,3,5,4,5,51.78,1.5,1,0.22,4,105,19,0.06,-0.25,76,49,295,21.5,0,0,24,0.13,0
Edward Rodriguez DVM,sydney70@hotmail.com,(924)862-6042x030,"7600 April Drives Apt. 156, Amandafurt, RI 95785","Engineer, petroleum",15-09-1987,37,Male,Married,1,2,Tertiary,3333,1,0,56,13,43,-0.94,-1.64,0.28,6,0.65,0.86,0.4,1,6,1,0,1,1,1,11.59,0.6,0.84,0.13,3,53,0,0.13,-0.44,69,21,198,110.9,28,40,6,0.18,4
Wendy Evans,paigemaxwell@yahoo.com,836-918-0637x73615,"35585 Gonzales Rapid, North Renee, PR 84001",Dispensing optician,25-04-1983,41,Female,Single,1,2,Primary,5905,1,0,22,48,79,-0.24,-0.95,-0.39,3,0.32,0.41,0.91,3,4,1,0,4,8,4,24.01,1.1,0.76,0.14,5,206,4,0.04,0.35,24,10,350,150.8,0,101,25,0.1,0
Erica Stewart,tmatthews@hotmail.com,(888)384-9995,"7053 Courtney Ford, Melissashire, IL 51708",Learning mentor,13-09-2003,21,Male,Married,1,3,Primary,3301,0,0,51,28,8,0,-0.28,-0.9,4,0.21,0.23,0.85,3,6,2,0,2,11,2,75.61,0.52,0.98,0.16,2,89,3,0.5,-0.04,18,39,415,171.5,16,7,21,0.37,0
Jeffery Brown,freemanbriana@yahoo.com,941.704.1795x92540,"604 Sellers Place, East Allisonview, IL 37751",Archivist,04-08-1986,38,Male,Single,2,3,Secondary,2749,1,0,4,101,11,-0.2,-1.11,0.43,1,0.81,0.56,0.97,9,4,1,0,3,2,0,32.2,0.69,0.76,0.07,0,82,6,0.28,0.1,44,21,195,269,70,54,0,0.28,4
Roy Hughes,olsenrobert@hotmail.com,(756)231-4180x528,"10987 Ramos Drives Apt. 557, Castromouth, WI 21929",Curator,04-03-1997,27,Male,Single,2,4,Primary,2040,0,0,1,30,22,0.11,-0.54,0.73,3,0.21,0.4,0.56,3,6,3,2,6,6,1,27.52,1.27,0.77,0.24,2,158,0,0.2,0.37,48,19,202,256.6,49,23,37,0.33,0
Travis Parker,uthompson@yahoo.com,537-547-1441x23701,"83888 Stephanie Mission, Guzmanton, MA 88737",Land,24-04-1991,33,Female,Married,0,2,Tertiary,935,0,0,49,43,5,0.03,0,1.75,5,0.93,0.57,0.03,2,5,1,1,4,4,2,33.92,0.75,0.85,0.13,4,59,2,0.4,0.28,51,0,3,203.1,46,67,26,0.03,2
Brenda Juarez,cmyers@yahoo.com,(673)694-1949x9382,"06797 Ingram Curve, Carolynborough, MO 69587",Barrister's clerk,24-07-1977,47,Male,Married,3,5,Primary,1595,1,1,45,40,27,-0.57,2.36,0.03,3,0.15,0.85,0.45,9,4,0,0,0,5,5,59.16,0.97,0.65,0.28,1,96,11,0.14,-0.17,65,26,180,173.4,54,14,10,0.09,0
David Hernandez,edwardochoa@yahoo.com,(294)517-8726x27468,"74816 Derek Union, Jameston, PW 13984",Estate agent,28-06-2001,23,Male,Single,0,1,Secondary,3550,1,0,58,39,33,-1.05,-1.16,0.32,4,0.14,0.91,0.24,2,3,2,1,4,1,2,126.59,1.21,0.86,0.14,5,0,7,0.16,-0.38,8,18,266,170.7,13,24,45,0.01,2
Jerome Vargas,kristen94@hotmail.com,(875)421-6999x398,"2863 Lisa Estates, Moralesmouth, PA 98955",Broadcast engineer,30-03-2000,24,Male,Married,0,1,Secondary,3746,0,0,17,78,8,0.46,0.64,0.23,9,0.37,0.41,0.73,10,2,2,0,5,5,3,62.9,0.76,1,0.1,5,141,13,0.23,-0.02,30,9,217,173.8,52,29,14,0.03,6
Yolanda Burnett,esmith@yahoo.com,936.943.4776x75898,"9692 Andrea Fort, Davidside, KY 91237",IT consultant,09-10-2006,18,Male,Married,1,2,Secondary,2053,1,0,7,93,24,0.25,0.51,-0.81,2,0.17,0.24,0.83,5,2,2,0,3,2,0,11.93,1.46,0.93,0.25,5,175,0,0.17,0.17,49,19,347,194.9,85,29,7,0.16,1
Larry Meyer,porterscott@hotmail.com,749-329-0207x8853,"31116 Thompson Ramp Suite 405, Alyssaberg, MP 48981",Dealer,24-03-1980,44,Male,Married,3,4,Primary,5331,1,1,58,21,27,0.16,1,-0.37,2,0.29,0.71,0.16,9,3,3,4,5,6,3,27.26,0.29,0.86,0.24,2,32,4,0.24,-0.26,17,21,206,125.7,51,24,42,0.19,2
Daniel Gibson,mhughes@hotmail.com,781.660.7798,"548 Susan Key Suite 441, South Christopher, DC 35119",Ophthalmologist,01-07-1985,39,Female,Single,1,2,Secondary,3786,0,1,47,1,61,0.39,0.28,-0.11,4,0.09,0.96,0.13,9,7,4,0,2,6,3,25.77,0.53,0.68,0.21,4,127,9,0.14,0.4,92,27,309,148.8,57,13,8,0.15,3
Andre Diaz,sonia81@hotmail.com,(245)865-3274,"02636 Sonya Locks, South Stephanieberg, AR 74361",Local government officer,01-07-1972,52,Female,Single,1,2,Secondary,1691,0,1,44,33,14,-0.59,-2.41,-1.28,4,0.93,0.94,0.79,3,5,1,0,2,1,4,61.81,1.11,0.95,0,1,26,13,0.34,0.33,20,66,282,90.9,44,26,0,0.01,1
Mikayla Stevens,maddoxjason@gmail.com,832.769.9024,"868 Johnson Lodge Suite 454, Spencemouth, PA 27239","Designer, blown glass/stained glass",29-12-1992,32,Male,Single,0,2,Secondary,4261,0,0,42,28,13,-0.33,-1.09,2.64,3,0.36,0.31,0.99,5,3,0,0,5,5,0,21.42,0.55,0.93,0.16,0,91,12,0.59,0.21,10,41,208,0,55,53,15,0.07,0
Eddie Charles,jnelson@hotmail.com,222.322.2622,"1744 King Coves, Jasonton, AS 96821","Engineer, building services",15-02-1986,38,Female,Married,3,4,Secondary,4042,0,0,71,46,63,2.48,-0.74,2.27,5,0.91,0.26,0.69,10,6,1,1,1,6,4,19.65,1.24,0.72,0.19,4,72,13,0.37,0.6,66,16,310,207.9,0,0,29,0.18,1
Paige Baker,kaylarivera@yahoo.com,(770)835-2298x98677,"24829 Lisa Terrace Suite 956, West Dwayneborough, MA 99540","Designer, multimedia",28-06-1968,56,Male,Single,1,2,Tertiary,4480,0,0,2,62,69,-1.12,0.7,1.29,2,0.17,0.2,0.07,4,5,0,1,2,4,2,26.42,1.1,0.71,0.29,2,92,2,0.28,-0.01,67,25,186,60.6,1,64,4,0.1,1
Taylor Kim,anthonycurry@yahoo.com,+1-756-319-9001x3158,"785 Williams Junction Suite 381, Aprilmouth, GA 67882","Journalist, magazine",12-10-1987,37,Male,Married,3,5,Primary,3802,0,1,24,31,39,-2.15,-1.03,-0.55,3,0.85,0.73,0.3,3,2,2,0,2,9,2,16.84,1.02,0.88,0.05,3,135,5,0.23,-0.01,48,22,369,160.2,2,35,14,0.17,1
David Taylor,blairjasmine@hotmail.com,673-705-3643,"04988 Michelle Underpass, Reyesborough, DE 23280",Industrial buyer,09-01-1978,46,Male,Single,0,1,Secondary,2069,0,0,67,12,3,1.05,-0.75,1.33,10,0.86,0.38,0.67,4,4,5,0,5,2,2,117.94,0.71,0.73,0.14,3,113,2,0.1,0.85,50,33,226,159.9,14,53,66,0.13,0
Duane Scott,craigcooper@hotmail.com,(531)313-6952x6115,"26760 Maddox Harbors Apt. 292, South Abigailborough, AS 95857",Chartered legal executive (England and Wales),24-05-1980,44,Female,Divorced,1,3,Tertiary,2955,0,0,23,51,98,0.39,0.56,-0.29,6,0.97,0.46,0.03,1,6,0,0,0,2,0,89.58,0.49,0.74,0.31,0,107,3,0.14,0.36,64,30,84,223.6,71,57,0,0,1
Jennifer Parker,thompsonwayne@hotmail.com,001-349-725-5112x8353,"PSC 4651, Box 7478, APO AE 29312",Newspaper journalist,26-08-1994,30,Male,Married,1,3,Primary,5121,0,1,85,15,60,-0.07,-0.72,1,7,0.83,0.8,0.39,5,1,1,0,4,4,2,29.39,0.96,1,0,0,143,8,0.3,-0.04,43,13,0,234.4,30,26,6,0.19,0
Dr. Sean Benjamin PhD,deborah74@hotmail.com,(373)431-0610x229,"563 Andrew Wall Apt. 505, North Michelle, WA 81896",Sub,01-02-1991,33,Female,Single,0,2,Secondary,2148,0,1,68,20,52,-0.15,1.18,1.19,6,0.65,0.29,0.91,6,3,1,0,4,6,1,38.91,1.01,0.74,0.13,3,53,5,0,-0.25,38,15,201,94.5,61,7,11,0.26,3
Mark Jordan,brianasmith@gmail.com,602.936.5031x1525,"42195 Mooney Course, Lake Rebecca, FL 34406","Development worker, international aid",05-10-1988,36,Male,Single,2,3,Primary,2223,0,0,59,19,18,0.19,-1.75,0.78,5,0.55,0.97,0.3,7,4,1,1,4,4,2,28.7,1.38,0.7,0.03,4,49,3,0.17,0.06,66,32,0,148.5,43,66,65,0.1,8
Ethan Garcia,piercedonna@gmail.com,470-324-6487x5844,"4486 Jennifer Throughway, North Sheila, WA 12282","Designer, furniture",08-04-2006,18,Male,Single,1,3,Tertiary,1217,0,0,33,64,89,1.09,1.29,1.13,3,0.43,0.55,0.25,2,8,2,1,3,6,1,17.26,1.57,0.84,0,3,246,4,0.29,0.13,27,26,86,183.4,0,50,30,0.24,0
Adam Johnson,joshuaclark@yahoo.com,001-382-956-8441x63560,"690 Franklin Trafficway, Clarkshire, HI 49507","Engineer, electrical",17-11-1993,31,Female,Married,0,2,Secondary,1176,1,0,23,98,51,1.33,0.27,-1.58,5,0.62,0.74,0.74,5,1,1,0,2,5,6,16.08,0.29,0.64,0.2,3,181,0,0.21,-0.09,56,32,426,44.7,52,13,59,0.21,1
Sarah Frye,tyler20@hotmail.com,702-217-0669,"6732 Herman Field, North Kathy, RI 27462","Editor, magazine features",02-09-1982,42,Female,Married,3,5,Primary,2111,1,0,11,26,16,0.43,-1.81,0.66,3,0.35,0.29,0.27,7,5,4,0,3,4,3,18.14,1.47,0.84,0.17,2,77,10,0.25,0.59,38,6,310,111.5,65,27,4,0.19,0
Mr. Jeffrey Garcia Jr.,fpierce@yahoo.com,001-598-816-0961x8591,"6537 Hurst Plaza, West Andre, NV 23359",Multimedia programmer,18-09-1981,43,Female,Single,2,3,Primary,1982,1,0,32,63,42,-0.41,-0.08,0.2,6,0.26,0.04,0.07,4,6,2,1,2,5,1,37.09,0.31,0.93,0.12,5,130,4,0,0.31,11,8,133,179.2,40,0,0,0.08,5
Larry Hutchinson,uweiss@hotmail.com,-10499,"032 Jason Bypass, South Reginamouth, WI 62198","Scientist, biomedical",23-12-1999,25,Female,Single,1,2,Secondary,1269,0,0,51,71,29,0.17,0.02,-0.67,2,0.24,0.3,0.52,3,6,2,1,4,7,1,45.99,0.55,0.77,0.28,3,53,0,0.01,0.32,80,11,138,335,74,90,5,0.07,1
Nicole Duke,deanna07@yahoo.com,570-875-7079,"7146 Mark Dale, Johnbury, MN 19946",TEFL teacher,10-08-1990,34,Male,Single,3,5,Primary,1131,0,1,10,28,15,2.45,-0.25,-1.16,4,0.11,0.06,0.95,5,4,2,0,3,4,3,33.02,0.38,0.89,0.06,1,97,1,0.32,-0.1,54,21,189,133.7,10,0,11,0,5
Carl Warren,mhunter@yahoo.com,542-426-4870x6483,"4689 Price Summit Apt. 769, North Amberfurt, FL 23264",Communications engineer,16-12-1983,41,Female,Single,1,2,Secondary,1165,1,0,88,22,62,0.04,-0.26,1.18,4,0.81,0.25,0.04,5,4,1,0,3,5,0,49.35,1.18,0.82,0.15,5,118,5,0.11,0.1,42,32,0,76.3,73,0,0,0.03,2
Justin Bailey,brandon10@hotmail.com,386-438-8349,"PSC 5476, Box 1432, APO AA 95774","Scientist, marine",06-05-2006,18,Male,Divorced,1,2,Tertiary,969,0,0,52,53,63,0.12,0,-1,2,0.46,0.37,0.09,3,2,0,0,1,9,0,20.43,0.45,0.66,0.03,5,159,7,0.22,-0.18,57,36,54,65.6,83,31,0,0.17,3
Lawrence White,kelsey15@yahoo.com,(275)681-6077x6269,"155 Rangel Harbors Suite 095, South Connorport, NH 43830","Lecturer, further education",13-04-1995,29,Male,Married,4,6,Secondary,8159,0,0,50,49,18,1.47,0.96,-0.75,6,0.37,0.05,0.89,0,4,0,5,5,3,3,102.5,1.5,0.96,0.07,1,108,3,0.27,-0.25,62,35,332,31.5,60,0,35,0.18,3
Curtis Thomas,linda26@hotmail.com,522-951-9150x003,"PSC 0946, Box 5974, APO AA 18726",Sports therapist,12-10-1978,46,Female,Single,1,3,Secondary,3921,1,0,17,13,44,-0.63,0.65,-0.45,3,0.64,0.73,0.4,9,7,2,3,4,3,3,73.29,1.05,0.76,0.19,4,84,2,0.06,-0.16,58,18,290,0,50,35,59,0.26,0
Bryan Schroeder,pchambers@hotmail.com,001-579-486-7339x1485,"6381 Herrera Burgs, Cantrellburgh, IL 48998","Pilot, airline",29-06-1983,41,Female,Married,0,2,Primary,1850,1,1,7,78,22,0.64,-0.37,1.78,3,0.97,0.06,0.16,6,6,1,1,4,1,3,78.5,0.8,0.93,0.13,1,36,7,0.11,0.09,32,39,217,245.1,59,11,4,0.21,4
Robert Brown,briandean@yahoo.com,713-700-4706x56881,"3874 John Mission Apt. 098, Lake Michaelport, CA 25697","Sales professional, IT",18-12-1994,30,Male,Married,0,1,Primary,2702,0,1,4,123,21,-0.26,0.87,-0.67,4,0.84,0,0.56,2,4,3,1,4,9,2,21.02,0.43,0.46,0.19,3,133,8,0.5,0.11,31,19,290,0,41,51,32,0.18,4
Dawn Shepard,taylorrussell@hotmail.com,(221)471-2546,"549 Rodriguez Spring Suite 376, Whitakermouth, WA 80512",Race relations officer,20-01-1994,30,Male,Married,1,3,Secondary,3244,0,0,51,43,12,-1.67,1.82,-0.06,6,0.32,0.12,0.86,5,2,1,0,2,6,7,9.77,1,0.84,0.16,2,68,4,0.16,0.54,31,30,208,256.1,53,0,1,0,1
Nicole Hammond,tannerdavis@yahoo.com,+1-858-289-1935x1633,"2065 Paul Ports, Port Christopherhaven, MI 97885","Engineer, energy",20-10-1994,30,Male,Married,0,1,Secondary,2423,0,0,30,15,66,1.51,-1.25,0.69,4,0.48,0.63,0.68,1,6,3,0,4,3,2,41.92,0.63,0.66,0.14,3,54,1,0.06,-0.12,40,52,24,122.8,96,0,19,0.26,6
Amy Graham,fergusonroberto@hotmail.com,980.941.7219x1737,"3675 Timothy Turnpike Suite 685, Marymouth, GU 83840","Production designer, theatre/television/film",22-02-1999,25,Male,Married,0,2,Tertiary,5004,0,0,55,4,33,-2.01,-0.2,0.38,6,0.27,0.97,0.75,5,3,3,1,1,2,1,18.06,0.1,0.89,0.08,1,27,12,0.23,0.27,58,12,93,130,48,0,0,0.16,2
Isaac Hunter,fwilliams@yahoo.com,967.785.2342x301,"198 Elizabeth Mission Suite 827, New Ryan, FL 50379","Engineer, land",08-03-1984,40,Female,Divorced,1,3,Tertiary,4354,0,0,3,49,8,0.15,0.39,0.86,7,0.55,0.87,0.5,3,1,0,0,1,4,2,33.23,0.07,0.77,0.25,2,118,13,0.13,0.42,78,4,231,265.2,107,31,0,0.13,2
Dakota Clark,michael43@yahoo.com,701-751-3473x887,"16914 Christopher Forest, Nicolefort, WV 07650",Water engineer,16-08-1997,27,Female,Single,2,4,Primary,4323,0,0,71,11,41,1.44,0.4,-1.01,6,0.62,0.7,0.62,3,5,0,0,1,5,0,17.89,0.43,1,0.14,5,25,0,0.25,0.06,81,33,207,72.3,58,74,0,0.11,1
Kimberly Meza,charlespalmer@hotmail.com,+1-793-929-4019x1251,"06930 Stephens Track, North Anthonyborough, OR 14292",Educational psychologist,08-03-1983,41,Female,Single,0,1,Tertiary,1934,0,0,40,29,22,0.09,0.65,0.67,4,0.3,0.31,0.4,7,6,2,2,2,5,7,22.24,0.19,0.65,0.12,2,160,11,0.18,-0.23,50,25,281,135.2,67,33,22,0.22,3
Erica Lopez,michelle98@gmail.com,(560)450-8147x4477,"5761 Welch Station Apt. 586, North Whitneyshire, DE 21711",Market researcher,14-12-1971,53,Male,Married,0,2,Tertiary,5845,0,1,41,42,13,0.75,-1.01,-0.49,3,0.24,0.52,0.69,5,2,2,1,3,2,4,23.71,0.94,0.75,0.12,2,80,1,0.24,-0.04,37,25,132,160.7,22,20,7,0.14,1
Dustin Dodson,nicholasgrimes@gmail.com,+1-233-690-1971x3653,"52513 Amanda Camp Suite 780, Thomaston, NY 80860",Jewellery designer,30-06-2002,22,Female,Single,3,4,Primary,3973,1,0,17,79,24,0.23,0.96,0.8,3,0.23,0.03,0.53,7,2,0,0,5,6,1,38.64,1.15,0.95,0.28,2,0,11,0.34,0.04,63,50,235,0,8,0,0,0.29,0
